blast2go_go_id,blast2go_go_name
F:GO:0008233,F:peptidase activity
F:GO:0008236,F:serine-type peptidase activity
F:GO:0016787,F:hydrolase activity
F:GO:0008270,F:zinc ion binding
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0055114,P:oxidation-reduction process
P:GO:0071500,P:cellular response to nitrosative stress
,
,
F:GO:0004096,F:catalase activity
F:GO:0004601,F:peroxidase activity
F:GO:0016491,F:oxidoreductase activity
F:GO:0046872,F:metal ion binding
P:GO:0055114,P:oxidation-reduction process
P:GO:0098869,P:cellular oxidant detoxification
,
,
,
F:GO:0004357,F:glutamate-cysteine ligase activity
F:GO:0005524,F:ATP binding
P:GO:0042398,P:cellular modified amino acid biosynthetic process
,
P:GO:0006807,P:nitrogen compound metabolic process
F:GO:0008170,F:N-methyltransferase activity
F:GO:0008757,F:S-adenosylmethionine-dependent methyltransferase activity
P:GO:0043414,P:macromolecule methylation
P:GO:0044238,P:primary metabolic process
C:GO:0044424,C:intracellular part
C:GO:0016020,C:membrane
F:GO:0004673,F:protein histidine kinase activity
F:GO:0005488,F:binding
P:GO:0006468,P:protein phosphorylation
P:GO:0007165,P:signal transduction
C:GO:0016020,C:membrane
P:GO:0030154,P:cell differentiation
P:GO:0043934,P:sporulation
C:GO:0044464,C:cell part
P:GO:0048856,P:anatomical structure development
P:GO:0051704,P:multi-organism process
,
,
,
,
F:GO:0008233,F:peptidase activity
F:GO:0046872,F:metal ion binding
,
,
C:GO:0005618,C:cell wall
C:GO:0005886,C:plasma membrane
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
P:GO:0052562,P:negative regulation by symbiont of host immune response
,
,
F:GO:0004373,F:glycogen (starch) synthase activity
P:GO:0005978,P:glycogen biosynthetic process
F:GO:0009011,F:starch synthase activity
F:GO:0033201,"F:alpha-1,4-glucan synthase activity"
F:GO:0004553,"F:hydrolase activity, hydrolyzing O-glycosyl compounds"
P:GO:0006073,P:cellular glucan metabolic process
P:GO:0034637,P:cellular carbohydrate biosynthetic process
F:GO:0016757,"F:transferase activity, transferring glycosyl groups"
P:GO:0044262,P:cellular carbohydrate metabolic process
C:GO:0044444,C:cytoplasmic part
F:GO:0000287,F:magnesium ion binding
F:GO:0004556,F:alpha-amylase activity
F:GO:0004558,"F:alpha-1,4-glucosidase activity"
F:GO:0005509,F:calcium ion binding
C:GO:0005737,C:cytoplasm
P:GO:0005983,P:starch catabolic process
C:GO:0019867,C:outer membrane
P:GO:0030980,P:alpha-glucan catabolic process
P:GO:0051692,P:cellular oligosaccharide catabolic process
F:GO:2001070,F:starch binding
,
P:GO:0005975,P:carbohydrate metabolic process
F:GO:0016787,F:hydrolase activity
P:GO:0001666,P:response to hypoxia
C:GO:0005618,C:cell wall
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
F:GO:0016740,F:transferase activity
P:GO:0044238,P:primary metabolic process
P:GO:0044249,P:cellular biosynthetic process
P:GO:0044281,P:small molecule metabolic process
P:GO:0052553,P:modulation by symbiont of host immune response
P:GO:1901566,P:organonitrogen compound biosynthetic process
P:GO:0005975,P:carbohydrate metabolic process
P:GO:0009987,P:cellular process
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0044281,P:small molecule metabolic process
,
F:GO:0003697,F:single-stranded DNA binding
C:GO:0005737,C:cytoplasm
P:GO:0006302,P:double-strand break repair
F:GO:0070260,F:5'-tyrosyl-DNA phosphodiesterase activity
F:GO:0004630,F:phospholipase D activity
F:GO:0008808,F:cardiolipin synthase activity
C:GO:0016020,C:membrane
P:GO:0032049,P:cardiolipin biosynthetic process
C:GO:0005886,C:plasma membrane
F:GO:0003844,"F:1,4-alpha-glucan branching enzyme activity"
F:GO:0004553,"F:hydrolase activity, hydrolyzing O-glycosyl compounds"
C:GO:0005829,C:cytosol
P:GO:0005978,P:glycogen biosynthetic process
F:GO:0043169,F:cation binding
F:GO:0102752,"F:1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"
P:GO:0000023,P:maltose metabolic process
F:GO:0004556,F:alpha-amylase activity
F:GO:0005509,F:calcium ion binding
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0005978,P:glycogen biosynthetic process
P:GO:0005992,P:trehalose biosynthetic process
P:GO:0016052,P:carbohydrate catabolic process
F:GO:0016161,F:beta-amylase activity
F:GO:0047471,F:maltose alpha-D-glucosyltransferase activity
F:GO:0004553,"F:hydrolase activity, hydrolyzing O-glycosyl compounds"
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0005993,P:trehalose catabolic process
F:GO:0016758,"F:transferase activity, transferring hexosyl groups"
P:GO:0030979,P:alpha-glucan biosynthetic process
F:GO:0003690,F:double-stranded DNA binding
P:GO:0006303,P:double-strand break repair via nonhomologous end joining
P:GO:0006310,P:DNA recombination
P:GO:0051351,P:positive regulation of ligase activity
,
F:GO:0005515,F:protein binding
C:GO:0005886,C:plasma membrane
P:GO:0009405,P:pathogenesis
F:GO:0004096,F:catalase activity
C:GO:0005576,C:extracellular region
C:GO:0005619,C:ascospore wall
C:GO:0005777,C:peroxisome
C:GO:0005829,C:cytosol
C:GO:0009986,C:cell surface
P:GO:0010106,P:cellular response to iron ion starvation
F:GO:0020037,F:heme binding
P:GO:0030587,P:sorocarp development
P:GO:0034605,P:cellular response to heat
P:GO:0042744,P:hydrogen peroxide catabolic process
F:GO:0046872,F:metal ion binding
P:GO:0048315,P:conidium formation
P:GO:0055114,P:oxidation-reduction process
P:GO:0070301,P:cellular response to hydrogen peroxide
P:GO:0098869,P:cellular oxidant detoxification
P:GO:0071978,P:bacterial-type flagellum-dependent swarming motility
,
C:GO:0005576,C:extracellular region
P:GO:0006015,P:5-phosphoribose 1-diphosphate biosynthetic process
P:GO:0006950,P:response to stress
F:GO:0008184,F:glycogen phosphorylase activity
P:GO:0008340,P:determination of adult lifespan
P:GO:0009617,P:response to bacterium
F:GO:0030170,F:pyridoxal phosphate binding
F:GO:0030246,F:carbohydrate binding
C:GO:0030424,C:axon
F:GO:0032559,F:adenyl ribonucleotide binding
C:GO:0032991,C:protein-containing complex
C:GO:0035578,C:azurophil granule lumen
F:GO:0042803,F:protein homodimerization activity
P:GO:0043312,P:neutrophil degranulation
P:GO:0045819,P:positive regulation of glycogen catabolic process
P:GO:0048878,P:chemical homeostasis
P:GO:0051591,P:response to cAMP
P:GO:0070266,P:necroptotic process
C:GO:0098723,C:skeletal muscle myofibril
,
P:GO:0006631,P:fatty acid metabolic process
F:GO:0008106,F:alcohol dehydrogenase (NADP+) activity
C:GO:0009507,C:chloroplast
F:GO:0042802,F:identical protein binding
P:GO:0055114,P:oxidation-reduction process
F:GO:0016787,F:hydrolase activity
,
,
F:GO:0003677,F:DNA binding
F:GO:0003887,F:DNA-directed DNA polymerase activity
F:GO:0003910,F:DNA ligase (ATP) activity
F:GO:0004532,F:exoribonuclease activity
F:GO:0005524,F:ATP binding
P:GO:0006260,P:DNA replication
P:GO:0006266,P:DNA ligation
P:GO:0006281,P:DNA repair
P:GO:0006310,P:DNA recombination
F:GO:0046872,F:metal ion binding
P:GO:0071897,P:DNA biosynthetic process
P:GO:0090503,"P:RNA phosphodiester bond hydrolysis, exonucleolytic"
,
,
P:GO:0006814,P:sodium ion transport
P:GO:0009987,P:cellular process
F:GO:0015077,F:monovalent inorganic cation transmembrane transporter activity
F:GO:0015298,F:solute:cation antiporter activity
C:GO:0016020,C:membrane
P:GO:0098662,P:inorganic cation transmembrane transport
,
F:GO:0005488,F:binding
P:GO:0006796,P:phosphate-containing compound metabolic process
P:GO:0006807,P:nitrogen compound metabolic process
P:GO:0010035,P:response to inorganic substance
C:GO:0016020,C:membrane
F:GO:0016787,F:hydrolase activity
P:GO:0034614,P:cellular response to reactive oxygen species
P:GO:0035690,P:cellular response to drug
P:GO:0044238,P:primary metabolic process
P:GO:0050794,P:regulation of cellular process
P:GO:0071704,P:organic substance metabolic process
F:GO:0005515,F:protein binding
P:GO:0016043,P:cellular component organization
C:GO:0042597,C:periplasmic space
,
P:GO:0009987,P:cellular process
C:GO:0016020,C:membrane
P:GO:0009987,P:cellular process
F:GO:0005515,F:protein binding
P:GO:0007155,P:cell adhesion
C:GO:0009289,C:pilus
P:GO:0009405,P:pathogenesis
P:GO:0043709,P:cell adhesion involved in single-species biofilm formation
P:GO:0043711,P:pilus organization
F:GO:0003824,F:catalytic activity
F:GO:0044212,F:transcription regulatory region DNA binding
,
F:GO:0005515,F:protein binding
F:GO:0004029,F:aldehyde dehydrogenase (NAD) activity
F:GO:0004030,F:aldehyde dehydrogenase [NAD(P)+] activity
C:GO:0005576,C:extracellular region
C:GO:0005622,C:intracellular
P:GO:0006067,P:ethanol metabolic process
P:GO:0006567,P:threonine catabolic process
P:GO:0019413,P:acetate biosynthetic process
P:GO:0044550,P:secondary metabolite biosynthetic process
P:GO:0045991,P:carbon catabolite activation of transcription
P:GO:0046187,P:acetaldehyde catabolic process
P:GO:0071470,P:cellular response to osmotic stress
F:GO:0016491,F:oxidoreductase activity
F:GO:0003700,F:DNA-binding transcription factor activity
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0009890,P:negative regulation of biosynthetic process
P:GO:0010604,P:positive regulation of macromolecule metabolic process
P:GO:0031325,P:positive regulation of cellular metabolic process
F:GO:0043565,F:sequence-specific DNA binding
F:GO:0044212,F:transcription regulatory region DNA binding
P:GO:0051173,P:positive regulation of nitrogen compound metabolic process
,
F:GO:0001130,"F:bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding"
P:GO:0006355,"P:regulation of transcription, DNA-templated"
F:GO:0043565,F:sequence-specific DNA binding
,
F:GO:0000721,"F:(R,R)-butanediol dehydrogenase activity"
F:GO:0004022,F:alcohol dehydrogenase (NAD) activity
F:GO:0004029,F:aldehyde dehydrogenase (NAD) activity
P:GO:0005996,P:monosaccharide metabolic process
F:GO:0008270,F:zinc ion binding
F:GO:0043878,F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
P:GO:0044237,P:cellular metabolic process
P:GO:0055114,P:oxidation-reduction process
F:GO:0001130,"F:bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding"
F:GO:0003908,F:methylated-DNA-[protein]-cysteine S-methyltransferase activity
F:GO:0005515,F:protein binding
C:GO:0005886,C:plasma membrane
P:GO:0006307,P:DNA dealkylation involved in DNA repair
F:GO:0008270,F:zinc ion binding
P:GO:0018125,P:peptidyl-cysteine methylation
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0051409,P:response to nitrosative stress
P:GO:0080111,P:DNA demethylation
,
F:GO:0016829,F:lyase activity
P:GO:0009987,P:cellular process
C:GO:0016020,C:membrane
F:GO:0022857,F:transmembrane transporter activity
P:GO:0071702,P:organic substance transport
P:GO:0006811,P:ion transport
F:GO:0008233,F:peptidase activity
C:GO:0009279,C:cell outer membrane
F:GO:0015267,F:channel activity
C:GO:0016021,C:integral component of membrane
F:GO:0005524,F:ATP binding
P:GO:0005975,P:carbohydrate metabolic process
F:GO:0017168,F:5-oxoprolinase (ATP-hydrolyzing) activity
F:GO:0000166,F:nucleotide binding
F:GO:0004860,F:protein kinase inhibitor activity
F:GO:0005524,F:ATP binding
P:GO:0006469,P:negative regulation of protein kinase activity
F:GO:0016787,F:hydrolase activity
F:GO:0017168,F:5-oxoprolinase (ATP-hydrolyzing) activity
P:GO:0030435,P:sporulation resulting in formation of a cellular spore
F:GO:0003824,F:catalytic activity
P:GO:0008152,P:metabolic process
P:GO:0009987,P:cellular process
,
F:GO:0003824,F:catalytic activity
P:GO:0009082,P:branched-chain amino acid biosynthetic process
F:GO:0036094,F:small molecule binding
F:GO:0043168,F:anion binding
F:GO:0043169,F:cation binding
C:GO:0044444,C:cytoplasmic part
F:GO:0050662,F:coenzyme binding
F:GO:0097159,F:organic cyclic compound binding
F:GO:1901363,F:heterocyclic compound binding
,
F:GO:0005515,F:protein binding
P:GO:0008202,P:steroid metabolic process
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0009056,P:catabolic process
P:GO:0044237,P:cellular metabolic process
P:GO:0044403,P:symbiont process
C:GO:0044464,C:cell part
P:GO:0050896,P:response to stimulus
F:GO:0052689,F:carboxylic ester hydrolase activity
C:GO:0005618,C:cell wall
F:GO:0016709,"F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
P:GO:0043386,P:mycotoxin biosynthetic process
P:GO:0055114,P:oxidation-reduction process
P:GO:1901378,P:organic heteropentacyclic compound biosynthetic process
F:GO:0000986,F:bacterial-type proximal promoter sequence-specific DNA binding
F:GO:0001140,"F:transcriptional activator activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
P:GO:0006974,P:cellular response to DNA damage stimulus
P:GO:0044419,P:interspecies interaction between organisms
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0009686,P:gibberellin biosynthetic process
F:GO:0016491,F:oxidoreductase activity
P:GO:0055114,P:oxidation-reduction process
P:GO:0006811,P:ion transport
C:GO:0042597,C:periplasmic space
P:GO:0050896,P:response to stimulus
P:GO:0055072,P:iron ion homeostasis
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
F:GO:0005515,F:protein binding
P:GO:0006352,"P:DNA-templated transcription, initiation"
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0006811,P:ion transport
P:GO:0009405,P:pathogenesis
P:GO:0009408,P:response to heat
P:GO:0009410,P:response to xenobiotic stimulus
F:GO:0016987,F:sigma factor activity
P:GO:0042542,P:response to hydrogen peroxide
P:GO:0044119,P:growth of symbiont in host cell
P:GO:0052572,P:response to host immune response
P:GO:0055072,P:iron ion homeostasis
P:GO:0090034,P:regulation of chaperone-mediated protein complex assembly
P:GO:2000142,"P:regulation of DNA-templated transcription, initiation"
C:GO:0005886,C:plasma membrane
P:GO:0008643,P:carbohydrate transport
F:GO:0015144,F:carbohydrate transmembrane transporter activity
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
P:GO:0034219,P:carbohydrate transmembrane transport
P:GO:0055085,P:transmembrane transport
F:GO:0005215,F:transporter activity
C:GO:0005783,C:endoplasmic reticulum
C:GO:0005789,C:endoplasmic reticulum membrane
C:GO:0005886,C:plasma membrane
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006006,P:glucose metabolic process
P:GO:0006094,P:gluconeogenesis
P:GO:0008643,P:carbohydrate transport
F:GO:0015152,F:glucose-6-phosphate transmembrane transporter activity
F:GO:0015297,F:antiporter activity
P:GO:0015760,P:glucose-6-phosphate transport
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
F:GO:0022857,F:transmembrane transporter activity
C:GO:0030176,C:integral component of endoplasmic reticulum membrane
P:GO:0031669,P:cellular response to nutrient levels
P:GO:0035435,P:phosphate ion transmembrane transport
P:GO:0055085,P:transmembrane transport
F:GO:0061513,F:glucose 6-phosphate:inorganic phosphate antiporter activity
F:GO:0004497,F:monooxygenase activity
F:GO:0005515,F:protein binding
P:GO:0008152,P:metabolic process
F:GO:0016705,"F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
P:GO:0006810,P:transport
F:GO:0015238,F:drug transmembrane transporter activity
F:GO:0015343,F:siderophore transmembrane transporter activity
F:GO:0015405,F:P-P-bond-hydrolysis-driven transmembrane transporter activity
C:GO:0019867,C:outer membrane
P:GO:0055072,P:iron ion homeostasis
P:GO:0002098,P:tRNA wobble uridine modification
C:GO:0005737,C:cytoplasm
C:GO:0005829,C:cytosol
F:GO:0008168,F:methyltransferase activity
P:GO:0009102,P:biotin biosynthetic process
F:GO:0010340,F:carboxyl-O-methyltransferase activity
F:GO:0016740,F:transferase activity
F:GO:0016743,F:carboxyl- or carbamoyltransferase activity
F:GO:0030798,F:trans-aconitate 2-methyltransferase activity
P:GO:0032259,P:methylation
F:GO:0102130,F:malonyl-CoA methyltransferase activity
F:GO:1904047,F:S-adenosyl-L-methionine binding
,
P:GO:0001676,P:long-chain fatty acid metabolic process
F:GO:0004301,F:epoxide hydrolase activity
F:GO:0005515,F:protein binding
C:GO:0005777,C:peroxisome
P:GO:0006954,P:inflammatory response
P:GO:0008217,P:regulation of blood pressure
C:GO:0016020,C:membrane
F:GO:0016791,F:phosphatase activity
P:GO:0019222,P:regulation of metabolic process
P:GO:0033559,P:unsaturated fatty acid metabolic process
F:GO:0046872,F:metal ion binding
P:GO:0048878,P:chemical homeostasis
P:GO:1901360,P:organic cyclic compound metabolic process
P:GO:0019439,P:aromatic compound catabolic process
P:GO:0042178,P:xenobiotic catabolic process
P:GO:0042537,P:benzene-containing compound metabolic process
F:GO:0051213,F:dioxygenase activity
P:GO:1901361,P:organic cyclic compound catabolic process
F:GO:0003824,F:catalytic activity
F:GO:0005488,F:binding
C:GO:0005737,C:cytoplasm
P:GO:0006520,P:cellular amino acid metabolic process
P:GO:0009605,P:response to external stimulus
