id_ccbh,seq_name,description,length
PA4851_18785,|PA4851_18785||two-component|,KDPE_ECOLIKDP operon transcriptional regulatory protein KdpE OS=Escherichia coli (strain K12) OX=83333 GN=kdpE PE=1 SV=3,230
PA4851_18790,|PA4851_18790||two-component|,KDPD_CLOABSensor protein KdpD OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) OX=272562 GN=kdpD PE=3 SV=2,885
PA4851_18795,|PA4851_18795||potassium-transporting|,KDPC_PSEAEPotassium-transporting ATPase KdpC subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=kdpC PE=3 SV=1,183
PA4851_18800,|PA4851_18800||potassium-transporting|,KDPB_PSEAEPotassium-transporting ATPase ATP-binding subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=kdpB PE=3 SV=1,690
PA4851_18805,|PA4851_18805||potassium-transporting|,KDPA_PSEAEPotassium-transporting ATPase potassium-binding subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=kdpA PE=3 SV=1,564
PA4851_18810,|PA4851_18810||potassium-transporting|,---NA---,29
PA4851_18815,|PA4851_18815||acyl-CoA|,ACDB_BACSUAcyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=mmgC PE=1 SV=3,384
PA4851_18820,|PA4851_18820||transcriptional|,TSAQ_COMTEHTH-type transcriptional regulator TsaQ1/TsaQ2 OS=Comamonas testosteroni OX=285 GN=tsaQ1 PE=2 SV=1,288
PA4851_18825,|PA4851_18825||enoyl-CoA|,"ECHM_DICDIProbable enoyl-CoA hydratase, mitochondrial OS=Dictyostelium discoideum OX=44689 GN=echs1 PE=3 SV=1",261
PA4851_18830,|PA4851_18830||3-hydroxyacyl-CoA|,PAAH_ECOLI3-hydroxyadipyl-CoA dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=paaH PE=1 SV=1,509
PA4851_18835,|PA4851_18835||transcriptional|,LLDR_SHIFLPutative L-lactate dehydrogenase operon regulatory protein OS=Shigella flexneri OX=623 GN=lldR PE=3 SV=1,215
PA4851_18840,|PA4851_18840||major|,YYCB_BACSUUncharacterized transporter YycB OS=Bacillus subtilis (strain 168) OX=224308 GN=yycB PE=2 SV=1,424
PA4851_18845,|PA4851_18845||hypothetical|,YDIK_SHIFLPutative transport protein YdiK OS=Shigella flexneri OX=623 GN=ydiK PE=3 SV=1,355
PA4851_18850,|PA4851_18850||hypothetical|,---NA---,268
PA4851_18855,|PA4851_18855||hypothetical|,YFCG_ECOLIDisulfide-bond oxidoreductase YfcG OS=Escherichia coli (strain K12) OX=83333 GN=yfcG PE=1 SV=1,220
PA4851_18860,|PA4851_18860||hydrolase||COORDINATES_|,SERHL_DANRESerine hydrolase-like protein OS=Danio rerio OX=7955 GN=serhl PE=2 SV=1,286
PA4851_18865,|PA4851_18865||hydrolase||COORDINATES_|,BIOH_SHEWMPimeloyl-,270
PA4851_18870,|PA4851_18870||hypothetical|,RHTC_ECOLIThreonine efflux protein OS=Escherichia coli (strain K12) OX=83333 GN=rhtC PE=1 SV=1,213
PA4851_18875,|PA4851_18875||transcriptional|,YBFI_BACSUUncharacterized HTH-type transcriptional regulator YbfI OS=Bacillus subtilis (strain 168) OX=224308 GN=ybfI PE=4 SV=1,274
PA4851_18880,|PA4851_18880||esterase||COORDINATES_|,Y1618_PSEAEPutative esterase PA1618 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1618 PE=1 SV=1,145
PA4851_18885,|PA4851_18885||AMP-binding|,FAC15_MYCBOLong-chain-fatty-acid--CoA ligase FadD15 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=fadD15 PE=3 SV=2,555
PA4851_18890,|PA4851_18890||hypothetical|,SIXA_HAEINPhosphohistidine phosphatase SixA homolog OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=sixA-A PE=3 SV=1,154
PA4851_18895,|PA4851_18895||lipase||COORDINATES_|,---NA---,113
PA4851_18900,|PA4851_18900||glycerol-3-phosphate|,GPDA_PSEA8Glycerol-3-phosphate dehydrogenase,340
PA4851_18905,|PA4851_18905||hypothetical|,BTUB_VIBCMVitamin B12 transporter BtuB OS=Vibrio cholerae serotype O1 (strain M66-2) OX=579112 GN=btuB PE=3 SV=1,702
PA4851_18910,|PA4851_18910||hypothetical|,---NA---,252
PA4851_18915,|PA4851_18915||sensor/response|,BARA_ECOLISignal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) OX=83333 GN=barA PE=1 SV=1,651
PA4851_18920,|PA4851_18920||3-hydroxydecanoyl-ACP|,FABA_PSEAE3-hydroxydecanoyl-,171
PA4851_18925,|PA4851_18925||3-oxoacyl-ACP|,FABB_PSEAB3-oxoacyl-,405
PA4851_18930,|PA4851_18930||chemotaxis|,NAHY_PSEPUMethyl-accepting chemotaxis protein NahY OS=Pseudomonas putida OX=303 GN=nahY PE=4 SV=1,541
PA4851_18935,|PA4851_18935||hypothetical|,Y3095_MYCTOUncharacterized HTH-type transcriptional regulator MT3179 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=MT3179 PE=4 SV=1,146
PA4851_18940,|PA4851_18940||hypothetical|,---NA---,158
PA4851_18945,|PA4851_18945||hypothetical|,---NA---,344
PA4851_18950,|PA4851_18950||hypothetical|,---NA---,301
PA4851_18955,|PA4851_18955||transcriptional|,NICR_PSEPKHTH-type transcriptional repressor NicR OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nicR PE=2 SV=1,140
PA4851_18960,|PA4851_18960||oxidoreductase||COORDINATES_|,NICA_PSEPKNicotinate dehydrogenase subunit A OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nicA PE=1 SV=1,163
PA4851_18965,|PA4851_18965||aldehyde|,NICB_PSEPKNicotinate dehydrogenase subunit B OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nicB PE=1 SV=1,748
PA4851_18970,|PA4851_18970||cytochrome|,NICB_PSEPKNicotinate dehydrogenase subunit B OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nicB PE=1 SV=1,433
PA4851_18975,|PA4851_18975||transcriptional|,NIMR_ECOLIHTH-type transcriptional regulator NimR OS=Escherichia coli (strain K12) OX=83333 GN=nimR PE=2 SV=1,260
PA4851_18980,|PA4851_18980||3-methyl-2-oxobutanoate|,PANB1_PSEAE3-methyl-2-oxobutanoate hydroxymethyltransferase 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=panB1 PE=3 SV=1,273
PA4851_18985,|PA4851_18985||hypothetical|,DLHH_YERPEPutative carboxymethylenebutenolidase OS=Yersinia pestis OX=632 GN=YPO3787 PE=3 SV=1,241
PA4851_18990,|PA4851_18990||chaperone|,HTPG_PSEAEChaperone protein HtpG OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=htpG PE=3 SV=1,634
PA4851_18995,|PA4851_18995||hypothetical|,---NA---,410
PA4851_19000,|PA4851_19000||hypothetical|,---NA---,148
PA4851_19005,|PA4851_19005||hypothetical|,Y1336_HALSAPutative esterase VNG_1336C OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=VNG_1336C PE=3 SV=1,157
PA4851_19010,|PA4851_19010||hypothetical|,---NA---,78
PA4851_19015,|PA4851_19015||hypothetical|,---NA---,254
PA4851_19020,|PA4851_19020||branched-chain|,BRAB_PSEAEBranched-chain amino acid transport system 2 carrier protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=braB PE=3 SV=1,437
PA4851_19025,|PA4851_19025||succinyl-CoA|,SUCD_PSEAESuccinate--CoA ligase,295
PA4851_19030,|PA4851_19030||succinyl-CoA|,SUCC_PSEAESuccinate--CoA ligase,388
PA4851_19035,|PA4851_19035||2-oxoglutarate|,DLDH2_PSEAEDihydrolipoyl dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lpdG PE=1 SV=1,478
PA4851_19040,|PA4851_19040||2-oxoglutarate|,ODO2_PSEAEDihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=sucB PE=3 SV=1,409
PA4851_19045,|PA4851_19045||2-oxoglutarate|,ODO1_AZOVI2-oxoglutarate dehydrogenase E1 component OS=Azotobacter vinelandii OX=354 GN=sucA PE=3 SV=1,943
PA4851_19050,|PA4851_19050||succinate|,SDHB_ECOLISuccinate dehydrogenase iron-sulfur subunit OS=Escherichia coli (strain K12) OX=83333 GN=sdhB PE=1 SV=1,235
PA4851_19055,|PA4851_19055||succinate|,SDHA_ECOLISuccinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) OX=83333 GN=sdhA PE=1 SV=1,590
PA4851_19060,|PA4851_19060||succinate|,DHSD_COXBUSuccinate dehydrogenase hydrophobic membrane anchor subunit OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=sdhD PE=1 SV=2,122
PA4851_19065,|PA4851_19065||succinate|,DHSC_ECOLISuccinate dehydrogenase cytochrome b556 subunit OS=Escherichia coli (strain K12) OX=83333 GN=sdhC PE=1 SV=1,128
PA4851_19070,|PA4851_19070||citrate|,CISY_PSEAECitrate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gltA PE=1 SV=2,428
PA4851_19075,|PA4851_19075||hypothetical|,PPCT_BOVINPhosphatidylcholine transfer protein OS=Bos taurus OX=9913 GN=PCTP PE=1 SV=1,202
PA4851_19080,|PA4851_19080||hypothetical|,---NA---,251
PA4851_19085,|PA4851_19085||hypothetical|,---NA---,113
PA4851_19090,|PA4851_19090||3-hydroxyisobutyrate|,Y1503_SHEFNUncharacterized oxidoreductase Sfri_1503 OS=Shewanella frigidimarina (strain NCIMB 400) OX=318167 GN=Sfri_1503 PE=3 SV=2,288
PA4851_19095,|PA4851_19095||hypothetical|,ERI1_SCHPO3'-5' exonuclease eri1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=eri1 PE=1 SV=1,183
PA4851_19100,|PA4851_19100||hypothetical|,PPNP_PSEAEPyrimidine/purine nucleoside phosphorylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=ppnP PE=3 SV=1,93
PA4851_19105,|PA4851_19105||hypothetical|,YIJF_ECOLIUncharacterized protein YijF OS=Escherichia coli (strain K12) OX=83333 GN=yijF PE=3 SV=1,198
PA4851_19110,|PA4851_19110||hypothetical|,---NA---,381
PA4851_19115,|PA4851_19115||hypothetical|,---NA---,59
PA4851_19120,|PA4851_19120||transcriptional|,CMPR_SYNY3HTH-type transcriptional activator CmpR OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=cmpR PE=1 SV=1,293
PA4851_19125,|PA4851_19125||major|,UHPT_CHLPNProbable hexose phosphate transport protein OS=Chlamydia pneumoniae OX=83558 GN=uhpC PE=3 SV=1,453
PA4851_19130,|PA4851_19130||hypothetical|,Y322_HAEDURutC family protein HD_0322 OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=HD_0322 PE=3 SV=1,117
PA4851_19135,|PA4851_19135||hypothetical|,PUUB_ECOLIGamma-glutamylputrescine oxidoreductase OS=Escherichia coli (strain K12) OX=83333 GN=puuB PE=1 SV=2,465
PA4851_19140,|PA4851_19140||hypothetical|,PUUA_ECOLIGamma-glutamylputrescine synthetase PuuA OS=Escherichia coli (strain K12) OX=83333 GN=puuA PE=1 SV=2,454
PA4851_19145,|PA4851_19145||oxidoreductase||COORDINATES_|,PUUB_ECOLIGamma-glutamylputrescine oxidoreductase OS=Escherichia coli (strain K12) OX=83333 GN=puuB PE=1 SV=2,436
PA4851_19150,|PA4851_19150||sulfurtransferase|,TUSA_PSEAESulfur carrier protein TusA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=tusA PE=3 SV=1,79
PA4851_19155,|PA4851_19155||23S|,RLMM_PSEAERibosomal RNA large subunit methyltransferase M OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rlmM PE=3 SV=1,352
PA4851_19160,|PA4851_19160||aconitate|,ACNA_PSEAEAconitate hydratase A OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=acnA PE=3 SV=1,910
PA4851_19165,|PA4851_19165||aerotaxis|,AER_ECOLIAerotaxis receptor OS=Escherichia coli (strain K12) OX=83333 GN=aer PE=1 SV=1,521
PA4851_19170,|PA4851_19170||Nucleoside-diphosphate-sugar|,FACR5_ARATHProbable fatty acyl-CoA reductase 5 OS=Arabidopsis thaliana OX=3702 GN=FAR5 PE=1 SV=1,385
PA4851_19175,|PA4851_19175||hypothetical|,TEX30_HUMANTestis-expressed protein 30 OS=Homo sapiens OX=9606 GN=TEX30 PE=2 SV=1,210
PA4851_19180,|PA4851_19180||cbb3-type|,CCON1_PSESTCbb3-type cytochrome c oxidase subunit CcoN1 OS=Pseudomonas stutzeri OX=316 GN=ccoN1 PE=1 SV=1,475
PA4851_19185,|PA4851_19185||cbb3-type|,---NA---,202
PA4851_19190,|PA4851_19190||cytochrome|,---NA---,61
PA4851_19195,|PA4851_19195||cytochrome|,CCOP_PSEU5Cbb3-type cytochrome c oxidase subunit CcoP OS=Pseudomonas stutzeri (strain A1501) OX=379731 GN=ccoP PE=3 SV=1,308
PA4851_19200,|PA4851_19200||cbb3-type|,CCON1_PSESTCbb3-type cytochrome c oxidase subunit CcoN1 OS=Pseudomonas stutzeri OX=316 GN=ccoN1 PE=1 SV=1,475
PA4851_19205,|PA4851_19205||cbb3-type|,---NA---,203
PA4851_19210,|PA4851_19210||cytochrome|,---NA---,61
PA4851_19215,|PA4851_19215||cytochrome|,CCOP2_PSESTCbb3-type cytochrome c oxidase subunit CcoP2 OS=Pseudomonas stutzeri OX=316 GN=ccoP2 PE=1 SV=1,318
PA4851_19220,|PA4851_19220||ferredoxin||COORDINATES_|,FIXG_RHIMENitrogen fixation protein FixG OS=Rhizobium meliloti (strain 1021) OX=266834 GN=fixG PE=4 SV=1,471
PA4851_19225,|PA4851_19225||hypothetical|,---NA---,179
PA4851_19230,|PA4851_19230||cation-transporting|,COPA_STAHJCopper-exporting P-type ATPase OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=copA PE=3 SV=1,811
PA4851_19235,|PA4851_19235||hypothetical|,FIXS_RHIMENitrogen fixation protein FixS OS=Rhizobium meliloti (strain 1021) OX=266834 GN=fixS PE=4 SV=1,69
PA4851_19240,|PA4851_19240||hypothetical|,---NA---,227
PA4851_19245,|PA4851_19245||oxygen-independent|,HEMN_PSEAEOxygen-independent coproporphyrinogen III oxidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hemN PE=2 SV=2,460
PA4851_19250,|PA4851_19250||hypothetical|,Y1545_PSEAEUncharacterized protein PA1545 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1545 PE=4 SV=1,155
PA4851_19255,|PA4851_19255||transcriptional|,ANR_PSEAETranscriptional activator protein anr OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=anr PE=4 SV=1,244
PA4851_19260,|PA4851_19260||adenine|,APT_PSEAEAdenine phosphoribosyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=apt PE=3 SV=1,182
PA4851_19265,|PA4851_19265||hypothetical|,---NA---,278
PA4851_19270,|PA4851_19270||drug|,MDTJ_SODGMSpermidine export protein MdtJ OS=Sodalis glossinidius (strain morsitans) OX=343509 GN=mdtJ PE=3 SV=1,122
PA4851_19275,|PA4851_19275||multidrug|,MDTI_YERPYSpermidine export protein MdtI OS=Yersinia pseudotuberculosis serotype O:3 (strain YPIII) OX=502800 GN=mdtI PE=3 SV=1,109
PA4851_19280,|PA4851_19280||hypothetical|,FABR_CROS8HTH-type transcriptional repressor FabR OS=Cronobacter sakazakii (strain ATCC BAA-894) OX=290339 GN=fabR PE=3 SV=1,282
PA4851_19285,|PA4851_19285||flavin-containing|,BVMO_PSEAEBaeyer-Villiger monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1538 PE=1 SV=1,527
PA4851_19290,|PA4851_19290||Baeyer-Villiger|,SADH_MYCTUPutative oxidoreductase SadH OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=sadH PE=2 SV=1,295
PA4851_19295,|PA4851_19295||hypothetical|,Y1536_PSEAEUPF0167 protein PA1536 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1536 PE=3 SV=1,179
PA4851_19300,|PA4851_19300||acyl-CoA|,"ACADL_RATLong-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Acadl PE=1 SV=1",382
PA4851_19305,|PA4851_19305||recombination|,RECR_PSEAERecombination protein RecR OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=recR PE=3 SV=1,198
PA4851_19310,|PA4851_19310||nucleoid-associated|,Y4462_PSEABNucleoid-associated protein PA14_44620 OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=PA14_44620 PE=3 SV=1,108
PA4851_19315,|PA4851_19315||DNA|,DPO3X_SALTYDNA polymerase III subunit tau OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=dnaX PE=3 SV=2,690
PA4851_19320,|PA4851_19320||hypothetical|,---NA---,288
PA4851_19330,|PA4851_19330||hypothetical|,---NA---,125
PA4851_19335,|PA4851_19335||NAD-dependent|,DNLJ_PSEAEDNA ligase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=ligA PE=3 SV=1,794
PA4851_19340,|PA4851_19340||cell|,ZIPA_PSEAECell division protein ZipA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=zipA PE=3 SV=1,289
PA4851_19345,|PA4851_19345||hypothetical|,SMC_XANORChromosome partition protein Smc OS=Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85) OX=291331 GN=smc PE=3 SV=2,1162
PA4851_19350,|PA4851_19350||transcriptional|,YDHC_BACSUUncharacterized HTH-type transcriptional regulator YdhC OS=Bacillus subtilis (strain 168) OX=224308 GN=ydhC PE=4 SV=1,219
PA4851_19355,|PA4851_19355||alkane-1|,ALKB2_PSEAEAlkane 1-monooxygenase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=alkB2 PE=1 SV=1,377
PA4851_19360,|PA4851_19360||xanthine|,XDH_EMENIXanthine dehydrogenase OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=hxA PE=2 SV=2,484
PA4851_19365,|PA4851_19365||xanthine|,XDH_CHICKXanthine dehydrogenase/oxidase OS=Gallus gallus OX=9031 GN=XDH PE=1 SV=1,799
PA4851_19370,|PA4851_19370||hypothetical|,YQEB_ECOLIUncharacterized protein YqeB OS=Escherichia coli (strain K12) OX=83333 GN=yqeB PE=4 SV=1,279
PA4851_19375,|PA4851_19375||guanine|,GUAD_ECOLIGuanine deaminase OS=Escherichia coli (strain K12) OX=83333 GN=guaD PE=1 SV=1,434
PA4851_19380,|PA4851_19380||transcriptional|,UXUR_HAEINUxu operon regulator OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=uxuR PE=3 SV=1,259
PA4851_19385,|PA4851_19385||transporter||COORDINATES_|,Y326_METJAPutative permease MJ0326 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0326 PE=3 SV=1,449
PA4851_19390,|PA4851_19390||5-hydroxyisourate|,HIUH_PSEAE5-hydroxyisourate hydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1518 PE=3 SV=1,126
PA4851_19395,|PA4851_19395||hypothetical|,CDA1_SCHPOChitin deacetylase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cda1 PE=1 SV=1,308
PA4851_19400,|PA4851_19400||hypothetical|,URAD_HALJB2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3) OX=795797 GN=HacjB3_16066 PE=3 SV=1,171
PA4851_19405,|PA4851_19405||allantoicase||COORDINATES_|,ALLC_PSEA8Probable allantoicase OS=Pseudomonas aeruginosa (strain LESB58) OX=557722 GN=alc PE=3 SV=1,332
PA4851_19410,|PA4851_19410||ureidoglycolate|,ALLA_PSEAEUreidoglycolate lyase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=allA PE=3 SV=1,169
PA4851_19415,|PA4851_19415||hypothetical|,---NA---,425
PA4851_19420,|PA4851_19420||secreted|,MAJE_PSEAEMajor exported protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hcpA PE=1 SV=1,172
PA4851_19425,|PA4851_19425||hypothetical|,VGRGB_DICD3Putative type VI secretion system protein VgrGB OS=Dickeya dadantii (strain 3937) OX=198628 GN=vgrGB PE=4 SV=1,842
PA4851_19430,|PA4851_19430||hypothetical|,---NA---,569
PA4851_19435,|PA4851_19435||hypothetical|,---NA---,380
PA4851_19440,|PA4851_19440||hypothetical|,---NA---,86
PA4851_19445,|PA4851_19445||transporter||COORDINATES_|,UACT_ECOLIUric acid transporter UacT OS=Escherichia coli (strain K12) OX=83333 GN=uacT PE=1 SV=2,455
PA4851_19450,|PA4851_19450||hypothetical|,PAP_GEOSEProtein-arginine-phosphatase OS=Geobacillus stearothermophilus OX=1422 GN=ywle PE=1 SV=1,109
PA4851_19455,|PA4851_19455||cyclic|,"MOAA2_PSEAEGTP 3',8-cyclase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=moaA2 PE=3 SV=1",331
PA4851_19460,|PA4851_19460||transcriptional|,RUTR_SHIFLHTH-type transcriptional regulator RutR OS=Shigella flexneri OX=623 GN=rutR PE=3 SV=1,216
PA4851_19465,|PA4851_19465||hypothetical|,YDHY_CITFRUncharacterized 15.0 kDa protein in dhaT-dhaS intergenic region OS=Citrobacter freundii OX=546 PE=3 SV=1,143
PA4851_19470,|PA4851_19470||glyoxylate|,GCL_ECOLIGlyoxylate carboligase OS=Escherichia coli (strain K12) OX=83333 GN=gcl PE=1 SV=2,591
PA4851_19475,|PA4851_19475||hypothetical|,HYI_ECOLIHydroxypyruvate isomerase OS=Escherichia coli (strain K12) OX=83333 GN=hyi PE=1 SV=1,260
PA4851_19480,|PA4851_19480||2-hydroxy-3-oxopropionate|,GLXR_ECOLI2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain K12) OX=83333 GN=glxR PE=2 SV=1,296
PA4851_19485,|PA4851_19485||hypothetical|,TTUD4_AGRVIPutative hydroxypyruvate reductase OS=Agrobacterium vitis OX=373 GN=ttuD PE=2 SV=1,421
PA4851_19490,|PA4851_19490||pyruvate|,KPYK_METEAPyruvate kinase OS=Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) OX=272630 GN=pyk PE=3 SV=2,477
PA4851_19495,|PA4851_19495||transporter||COORDINATES_|,UT_DESVHUrea transporter DVU1160 OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303) OX=882 GN=DVU_1160 PE=1 SV=1,304
PA4851_19500,|PA4851_19500||potassium|,KCNF1_MOUSEPotassium voltage-gated channel subfamily F member 1 OS=Mus musculus OX=10090 GN=Kcnf1 PE=1 SV=1,283
